Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
X5,2012,Middle East,Blue,Electric,Automatic,3.3,185993,114165,2393,Low
i8,2018,Africa,Red,Electric,Automatic,2.7,35742,91919,5609,Low
3 Series,2024,Europe,Black,Petrol,Manual,3.8,75760,107292,1356,Low
X6,2013,Europe,Red,Diesel,Automatic,2.2,66260,74822,2013,Low
X1,2017,Europe,Blue,Diesel,Automatic,2.5,134117,116797,9920,High
X5,2016,Asia,Black,Electric,Manual,2.2,126146,80908,4745,Low
i3,2024,Middle East,Red,Diesel,Manual,4.1,58396,85549,8814,High
i3,2016,South America,Black,Petrol,Manual,2.8,26212,84211,355,Low
i8,2019,South America,Black,Diesel,Automatic,3.6,23554,78400,5608,Low
X1,2020,Asia,Black,Diesel,Automatic,2.2,181105,80865,8029,High
X1,2014,Africa,White,Diesel,Automatic,2.1,97215,110929,2268,Low
X1,2024,Africa,Grey,Petrol,Manual,2.9,9565,74484,7072,High
3 Series,2016,Europe,Blue,Electric,Manual,4.3,16174,74880,9913,High
5 Series,2022,Europe,White,Hybrid,Manual,3.0,193719,103708,9966,High
i3,2019,Europe,Black,Electric,Manual,3.1,191308,107955,990,Low
X3,2018,Asia,Silver,Electric,Manual,5.0,104709,87873,3797,Low
i3,2010,Europe,Grey,Diesel,Manual,1.6,33865,115116,7104,High
X5,2016,Asia,Grey,Diesel,Automatic,2.8,55109,114932,5694,Low
X3,2011,South America,Silver,Petrol,Automatic,2.9,152475,97261,7813,High
X3,2016,North America,Silver,Petrol,Automatic,2.3,20532,112042,4270,Low
5 Series,2010,Middle East,White,Diesel,Automatic,3.0,155196,110975,4968,Low
5 Series,2024,Middle East,Grey,Electric,Manual,4.9,165799,79174,1997,Low
5 Series,2024,Asia,Blue,Petrol,Manual,4.9,157196,80580,1051,Low
7 Series,2023,Africa,Red,Electric,Manual,2.4,101364,99209,2821,Low
M5,2023,Europe,Black,Diesel,Manual,1.7,91622,91798,9233,High
X5,2020,North America,Grey,Electric,Automatic,3.4,180908,76746,8235,High
3 Series,2018,Asia,Silver,Petrol,Manual,3.3,6678,99603,9002,High
X3,2012,North America,Silver,Hybrid,Manual,3.9,139540,100034,1080,Low
X1,2023,South America,Blue,Electric,Manual,4.9,165005,102309,4303,Low
X3,2017,North America,Blue,Petrol,Automatic,4.2,162591,107969,2098,Low
i3,2016,South America,Silver,Electric,Manual,1.9,41790,112661,5740,Low
X1,2017,Asia,White,Diesel,Automatic,3.2,182037,118497,7096,High
7 Series,2016,North America,Silver,Hybrid,Automatic,2.8,81902,88696,2259,Low
7 Series,2013,Asia,Red,Hybrid,Automatic,4.7,104527,101535,3979,Low
3 Series,2022,North America,Black,Hybrid,Automatic,3.4,164167,119922,2823,Low
X3,2014,Middle East,Black,Diesel,Manual,1.9,64146,114149,9371,High
X5,2012,South America,Grey,Petrol,Manual,4.4,176911,78876,5094,Low
7 Series,2018,Europe,White,Diesel,Manual,3.4,1371,104199,1361,Low
3 Series,2021,Middle East,Grey,Electric,Manual,3.2,17185,75321,881,Low
X6,2020,Africa,Red,Diesel,Automatic,3.6,85043,102991,9863,High
3 Series,2010,Europe,Black,Electric,Automatic,3.3,6241,116683,8567,High
X6,2022,Middle East,Red,Diesel,Manual,4.8,189469,108980,3637,Low
5 Series,2023,Asia,Grey,Diesel,Manual,2.5,140607,83591,7504,High
i3,2017,North America,Black,Electric,Manual,1.5,124581,73032,9076,High
7 Series,2024,Europe,Red,Hybrid,Automatic,3.8,150238,76497,6620,Low
i8,2013,Middle East,Red,Hybrid,Manual,1.7,176353,75372,1116,Low
3 Series,2019,Africa,Black,Petrol,Manual,2.1,122065,81436,5619,Low
M5,2022,Europe,Red,Diesel,Manual,3.9,44290,88282,8000,High
X6,2021,Africa,Silver,Electric,Automatic,2.6,189863,107791,1199,Low
M3,2018,Middle East,Silver,Diesel,Automatic,4.3,100348,116382,1977,Low
5 Series,2018,South America,Grey,Hybrid,Automatic,2.5,48127,84007,9815,High
M5,2016,Asia,Silver,Diesel,Automatic,3.0,71568,104151,2144,Low
X3,2019,Middle East,Silver,Electric,Manual,1.8,4274,71879,7124,High
X3,2017,Africa,Red,Electric,Manual,2.3,57754,72178,3285,Low
M3,2021,North America,Red,Hybrid,Manual,2.8,112315,116793,8567,High
i3,2017,Africa,Red,Hybrid,Manual,4.8,176788,100714,8300,High
7 Series,2015,North America,Silver,Diesel,Manual,3.1,106301,91215,1930,Low
7 Series,2022,South America,Black,Hybrid,Manual,2.8,32863,101928,9924,High
i8,2012,Asia,Black,Hybrid,Manual,2.2,87870,117660,1839,Low
3 Series,2016,Europe,Blue,Electric,Manual,4.1,22841,85282,6740,Low
M5,2014,Africa,Black,Diesel,Automatic,2.4,44605,90481,5312,Low
X5,2013,Europe,Blue,Petrol,Automatic,3.7,3394,85751,4714,Low
5 Series,2017,Europe,Grey,Electric,Manual,5.0,174876,74961,8928,High
M3,2013,North America,Black,Hybrid,Automatic,4.1,33938,117556,2935,Low
X5,2017,South America,Red,Hybrid,Manual,2.0,86900,99032,6566,Low
X3,2012,Europe,Blue,Petrol,Automatic,2.0,170726,106946,9953,High
X3,2019,South America,Silver,Hybrid,Manual,1.9,51822,116475,245,Low
M5,2022,Middle East,Black,Electric,Automatic,3.5,123012,107256,723,Low
M5,2015,Asia,Red,Hybrid,Automatic,3.9,101896,84145,8139,High
M5,2022,Middle East,Silver,Petrol,Manual,4.8,119379,117406,6222,Low
X5,2011,Europe,Red,Electric,Automatic,3.1,122176,92244,5868,Low
3 Series,2015,North America,Blue,Hybrid,Manual,2.7,60887,75903,2127,Low
X5,2020,Europe,Grey,Electric,Manual,1.8,13648,90330,9318,High
M5,2024,Middle East,Black,Diesel,Manual,2.1,154678,75663,6521,Low
5 Series,2016,Africa,Black,Electric,Manual,4.1,191870,78061,3605,Low
X3,2024,Asia,Black,Hybrid,Automatic,1.8,94087,118406,238,Low
M3,2014,Asia,Grey,Diesel,Manual,1.5,187196,83819,1837,Low
X3,2013,North America,Silver,Diesel,Manual,4.0,168919,70791,5309,Low
X6,2019,North America,Grey,Petrol,Automatic,2.1,23490,106298,8980,High
X6,2015,North America,Grey,Hybrid,Automatic,4.9,34082,87940,4242,Low
i3,2014,Africa,White,Petrol,Manual,5.0,156719,113892,8530,High
X1,2010,Middle East,Silver,Petrol,Manual,4.0,55589,102063,1197,Low
M5,2014,Middle East,Black,Hybrid,Automatic,3.0,179490,103906,5507,Low
M5,2011,South America,Black,Electric,Automatic,3.1,3139,99812,791,Low
X6,2020,Europe,Black,Hybrid,Manual,3.0,171592,94398,450,Low
X6,2024,Asia,White,Hybrid,Automatic,2.5,101006,112581,2326,Low
i8,2011,Europe,Blue,Electric,Automatic,2.9,42505,70118,9181,High
M5,2018,South America,Silver,Hybrid,Automatic,3.4,65267,72159,7213,High
M3,2012,Asia,Red,Petrol,Manual,3.2,71587,105607,8221,High
X5,2014,Middle East,White,Diesel,Automatic,3.5,97848,91232,6367,Low
X3,2023,North America,Red,Electric,Manual,4.0,131877,74655,4087,Low
7 Series,2013,Africa,White,Electric,Manual,2.7,86211,95853,1300,Low
i8,2014,Middle East,White,Electric,Manual,1.8,26218,70676,7233,High
X1,2024,Africa,Grey,Electric,Automatic,4.0,87313,96962,9456,High
X5,2018,Middle East,Black,Petrol,Manual,3.5,92454,114268,2930,Low
X5,2023,Middle East,Blue,Electric,Manual,2.1,90118,70199,5213,Low
5 Series,2020,Africa,Silver,Hybrid,Manual,2.1,104137,73966,4230,Low
X1,2021,South America,White,Hybrid,Manual,3.9,140963,75297,7220,High
X6,2015,Africa,Black,Electric,Automatic,4.6,65531,118122,1904,Low
X1,2019,Europe,Black,Electric,Manual,3.8,81828,117789,2446,Low
M5,2012,North America,Red,Diesel,Automatic,2.0,116277,71196,5688,Low
3 Series,2024,South America,White,Electric,Manual,4.9,25813,89133,7411,High
3 Series,2015,South America,Silver,Electric,Manual,4.2,186798,75598,157,Low
M5,2018,Africa,Silver,Diesel,Automatic,2.3,161714,84907,1345,Low
7 Series,2010,Asia,Silver,Diesel,Automatic,2.7,51842,96270,7343,High
M5,2021,Middle East,Black,Petrol,Automatic,1.7,185669,83051,9487,High
M3,2011,Middle East,Red,Hybrid,Manual,3.7,70735,115835,2542,Low
X6,2024,Asia,Grey,Hybrid,Automatic,3.5,64332,89536,9300,High
5 Series,2016,South America,White,Hybrid,Manual,4.6,98332,111205,7419,High
3 Series,2019,Africa,Silver,Electric,Automatic,2.0,12503,99138,8088,High
3 Series,2020,Middle East,White,Diesel,Automatic,1.7,77832,72081,6870,Low
M3,2020,Asia,Black,Electric,Automatic,3.8,38117,101673,9345,High
X3,2010,North America,Black,Petrol,Manual,2.4,8168,99694,6301,Low
X5,2023,Africa,Red,Diesel,Automatic,4.3,81245,73253,2514,Low
i8,2010,Asia,Black,Electric,Automatic,4.5,102093,102766,5543,Low
X1,2023,Europe,White,Petrol,Manual,4.6,75597,118072,8146,High
i3,2016,South America,Black,Hybrid,Manual,2.0,160461,118733,3798,Low
i8,2018,Europe,Grey,Electric,Manual,4.8,30615,76103,3774,Low
X3,2018,Middle East,White,Hybrid,Manual,1.5,53121,80871,9541,High
i3,2014,South America,Red,Hybrid,Automatic,4.8,160988,111758,3224,Low
7 Series,2015,North America,Red,Petrol,Manual,3.0,113229,99791,7915,High
M5,2013,Europe,Red,Diesel,Automatic,2.1,112944,100916,9727,High
M3,2010,Middle East,Black,Petrol,Automatic,2.0,28590,106159,8769,High
i8,2012,Europe,Grey,Electric,Automatic,3.6,174976,74865,7301,High
i8,2019,Africa,White,Petrol,Manual,1.7,13217,79800,1456,Low
7 Series,2024,Asia,Blue,Hybrid,Manual,4.2,113854,105743,5545,Low
7 Series,2013,Europe,White,Electric,Automatic,3.6,71407,118051,3253,Low
i8,2014,Africa,Black,Hybrid,Manual,4.4,186498,87077,5748,Low
i8,2024,Africa,White,Petrol,Manual,4.4,85845,102047,3930,Low
i8,2024,Africa,Black,Diesel,Manual,3.1,164889,117175,1964,Low
M5,2020,North America,Blue,Electric,Manual,2.2,173270,102927,6357,Low
3 Series,2018,Asia,Black,Petrol,Manual,3.2,41475,107821,9047,High
i8,2013,Asia,Red,Diesel,Manual,2.3,63916,85883,2442,Low
3 Series,2018,Africa,Black,Hybrid,Manual,3.2,115481,87945,4071,Low
7 Series,2018,North America,Silver,Diesel,Manual,2.0,95460,111083,8427,High
7 Series,2010,Asia,White,Hybrid,Manual,2.1,78698,97859,7493,High
X6,2014,Asia,Grey,Diesel,Automatic,5.0,93849,93099,6411,Low
X5,2013,North America,Red,Electric,Automatic,3.5,3417,96035,386,Low
7 Series,2022,Europe,White,Petrol,Manual,3.6,73437,71718,8157,High
i3,2011,Europe,Grey,Hybrid,Automatic,4.5,19570,110825,6527,Low
5 Series,2019,Africa,White,Petrol,Automatic,3.3,48507,113029,3290,Low
X6,2011,Africa,Red,Petrol,Manual,2.3,28316,113540,1412,Low
X3,2011,North America,Red,Diesel,Manual,3.0,104543,98951,5530,Low
M3,2022,Asia,White,Hybrid,Automatic,4.1,62012,96640,8067,High
i3,2024,North America,Grey,Hybrid,Manual,2.4,124061,89272,6394,Low
M3,2019,Asia,Silver,Hybrid,Manual,2.5,125021,90755,3273,Low
M3,2023,Europe,Red,Diesel,Manual,2.4,42213,106808,8455,High
5 Series,2021,North America,Red,Electric,Manual,4.6,80766,89891,2864,Low
i3,2016,Asia,Red,Electric,Manual,3.7,96700,94289,8093,High
3 Series,2010,South America,Red,Petrol,Automatic,4.0,172879,106218,3646,Low
X3,2013,Europe,Black,Diesel,Automatic,2.4,108821,111430,6497,Low
7 Series,2019,South America,Silver,Hybrid,Automatic,4.1,167235,78677,5996,Low
X6,2010,South America,Blue,Diesel,Manual,3.6,133870,111362,8049,High
5 Series,2013,North America,Grey,Hybrid,Manual,2.3,185424,96287,6539,Low
M3,2024,South America,Black,Petrol,Manual,4.8,9602,107426,1919,Low
3 Series,2012,North America,Black,Diesel,Automatic,3.3,111298,90793,7476,High
5 Series,2021,Europe,Black,Hybrid,Manual,2.0,157110,87125,4874,Low
X1,2021,Africa,Grey,Petrol,Automatic,2.5,138605,70603,9787,High
X6,2018,South America,Grey,Hybrid,Automatic,3.2,109260,114414,427,Low
i3,2011,North America,Grey,Petrol,Manual,4.4,131420,88077,4436,Low
M3,2011,Asia,White,Hybrid,Automatic,4.7,75923,117320,9390,High
5 Series,2010,Africa,Blue,Hybrid,Automatic,1.7,28408,102081,6536,Low
X6,2016,Asia,Grey,Electric,Automatic,1.7,55601,87616,6932,Low
5 Series,2018,North America,Grey,Electric,Manual,2.7,156200,101844,6805,Low
X3,2015,Asia,Grey,Diesel,Automatic,4.0,28790,114515,2049,Low
X3,2011,Middle East,White,Diesel,Automatic,2.9,9934,114907,4188,Low
X3,2012,Middle East,White,Hybrid,Automatic,4.6,168459,73629,9886,High
i3,2018,Asia,Grey,Petrol,Manual,4.9,11860,109094,3835,Low
i8,2017,North America,Grey,Diesel,Automatic,3.6,132463,116575,301,Low
M3,2019,South America,Black,Electric,Manual,3.2,33607,87833,2993,Low
X6,2016,South America,Red,Hybrid,Automatic,3.1,149093,78868,3229,Low
7 Series,2013,Africa,Black,Electric,Automatic,2.9,69709,110140,5844,Low
3 Series,2020,North America,Blue,Hybrid,Automatic,4.2,115171,101578,5739,Low
5 Series,2019,Africa,White,Hybrid,Manual,2.2,160262,71411,4037,Low
M3,2023,South America,Blue,Petrol,Automatic,3.0,180644,83459,5216,Low
X1,2017,Middle East,White,Diesel,Manual,3.6,177083,71472,8582,High
X5,2024,Asia,Black,Electric,Manual,3.4,82611,106586,6816,Low
i8,2016,Africa,Blue,Hybrid,Manual,4.1,88554,76944,3203,Low
X1,2017,Asia,White,Hybrid,Automatic,3.8,52978,114074,2685,Low
7 Series,2019,Middle East,Black,Electric,Automatic,4.6,44161,91688,148,Low
M5,2011,Asia,Grey,Petrol,Manual,3.7,174307,71761,655,Low
M5,2024,Middle East,Blue,Diesel,Manual,1.7,82589,87131,3338,Low
5 Series,2010,North America,White,Petrol,Automatic,2.9,93103,105724,300,Low
X5,2015,Europe,Grey,Petrol,Manual,2.1,89920,99554,6501,Low
X3,2017,South America,Black,Hybrid,Automatic,3.4,183020,104360,3094,Low
X1,2015,Middle East,Silver,Diesel,Manual,2.6,27921,118536,2884,Low
i8,2018,Europe,White,Hybrid,Manual,1.7,32808,119954,6268,Low
X3,2023,Africa,Silver,Petrol,Manual,2.9,170572,76178,9491,High
i3,2024,Africa,Red,Hybrid,Automatic,4.4,96645,95227,4451,Low
5 Series,2017,Europe,Black,Hybrid,Automatic,2.9,46225,70763,256,Low
X5,2018,North America,Grey,Diesel,Manual,3.6,189910,105345,6503,Low
X6,2010,Africa,Grey,Petrol,Automatic,2.0,103213,89358,9357,High
X1,2017,Middle East,Black,Hybrid,Automatic,2.6,138718,108765,618,Low
i8,2012,Asia,Blue,Hybrid,Automatic,4.9,57940,95134,1086,Low
i3,2023,Middle East,White,Petrol,Automatic,1.9,188376,75393,213,Low
i3,2011,Middle East,White,Hybrid,Automatic,5.0,41679,70171,6097,Low
X3,2024,Africa,White,Petrol,Manual,4.6,66609,117921,8783,High
i8,2022,Asia,Grey,Petrol,Automatic,1.7,25469,89466,5555,Low
X3,2012,South America,White,Hybrid,Automatic,2.5,135040,71673,336,Low
i8,2011,South America,Silver,Electric,Manual,4.5,89120,94604,5612,Low
X3,2023,Africa,Black,Petrol,Automatic,3.8,30794,78495,5753,Low
M3,2024,Europe,Silver,Petrol,Manual,1.8,44871,107585,4954,Low
7 Series,2010,Middle East,Blue,Electric,Automatic,4.8,1169,73867,4187,Low
3 Series,2019,Africa,Red,Diesel,Automatic,1.5,125835,115551,1884,Low
3 Series,2012,South America,Blue,Electric,Automatic,3.4,118667,104812,7582,High
X3,2011,North America,Grey,Hybrid,Automatic,1.7,72127,72926,5241,Low
i3,2013,North America,White,Petrol,Manual,4.9,122573,103784,4618,Low
X3,2013,South America,Grey,Hybrid,Manual,2.2,158028,92712,9864,High
X3,2020,Africa,Black,Petrol,Manual,3.4,127762,80508,7984,High
i3,2010,South America,Silver,Electric,Automatic,2.9,121089,102529,7735,High
X1,2024,Africa,Blue,Electric,Manual,2.2,149777,95692,5102,Low
X5,2018,Europe,Red,Electric,Manual,4.6,166668,88899,9203,High
M5,2020,Africa,Grey,Hybrid,Manual,2.8,124811,82839,8762,High
M3,2020,Middle East,White,Petrol,Automatic,2.7,143791,73201,5564,Low
X1,2021,Middle East,Silver,Hybrid,Manual,1.5,199611,88397,8708,High
3 Series,2014,South America,Blue,Diesel,Manual,4.6,55421,85734,4668,Low
3 Series,2014,Asia,Grey,Diesel,Automatic,3.1,56256,105514,8814,High
X3,2010,Europe,Silver,Hybrid,Manual,4.2,14524,79008,6618,Low
i3,2010,Middle East,Silver,Petrol,Manual,4.4,105540,114417,6140,Low
7 Series,2022,Middle East,Black,Hybrid,Automatic,3.7,199726,83511,7562,High
X6,2019,Middle East,Black,Hybrid,Automatic,3.1,158397,73594,7485,High
X3,2011,North America,White,Diesel,Manual,2.6,41542,105194,9800,High
X5,2024,South America,Black,Electric,Manual,2.6,92720,81550,9562,High
M5,2013,Europe,Grey,Petrol,Manual,3.4,123196,73196,8162,High
3 Series,2022,Africa,Blue,Electric,Manual,1.6,72535,94623,1965,Low
X6,2020,Europe,Black,Petrol,Manual,4.8,123222,72656,8609,High
M5,2019,Europe,Black,Hybrid,Automatic,3.1,79261,98374,4133,Low
M3,2022,Middle East,Blue,Hybrid,Manual,3.7,37211,99844,6764,Low
M3,2012,North America,Grey,Hybrid,Automatic,1.6,140480,81010,5316,Low
X3,2015,South America,Grey,Electric,Manual,3.9,142781,104250,5796,Low
i3,2020,Africa,Black,Hybrid,Automatic,1.8,19749,115853,2430,Low
M5,2012,Africa,Blue,Petrol,Automatic,2.9,172286,94987,2401,Low
i8,2010,Africa,Silver,Electric,Automatic,3.8,6236,73948,355,Low
X6,2020,Asia,Blue,Hybrid,Automatic,1.9,74298,94214,9487,High
X3,2023,South America,Silver,Electric,Automatic,2.4,93330,82285,6433,Low
7 Series,2019,Africa,Blue,Hybrid,Automatic,2.9,45320,72083,2060,Low
M3,2016,Europe,Grey,Diesel,Automatic,1.8,195268,99360,510,Low
X1,2021,Middle East,Silver,Electric,Manual,2.6,199446,89069,1515,Low
i3,2019,Europe,Silver,Electric,Automatic,3.5,64182,80049,2671,Low
i8,2016,Africa,Grey,Electric,Manual,4.9,2132,104954,4529,Low
3 Series,2024,Asia,White,Petrol,Manual,3.0,72556,84915,8392,High
i3,2019,North America,Grey,Diesel,Manual,2.7,79928,74548,6096,Low
i8,2020,Europe,Grey,Electric,Manual,3.9,915,90801,3639,Low
X3,2016,Asia,Grey,Electric,Automatic,3.2,182150,106597,4577,Low
M3,2016,Asia,Silver,Petrol,Manual,3.2,113313,104024,7997,High
X3,2010,South America,Red,Diesel,Manual,4.2,169911,96656,3559,Low
i3,2019,Africa,Black,Hybrid,Automatic,4.1,171635,96764,5741,Low
i3,2017,Asia,Red,Petrol,Manual,2.6,188401,102280,2168,Low
7 Series,2015,South America,Grey,Electric,Automatic,2.4,5628,118706,3492,Low
X3,2018,Middle East,Grey,Diesel,Automatic,4.9,199519,71761,498,Low
M3,2010,Asia,Silver,Hybrid,Automatic,3.3,142583,71422,2772,Low
3 Series,2022,Asia,Silver,Diesel,Automatic,4.8,84588,88547,5523,Low
M5,2021,Asia,Silver,Petrol,Automatic,1.8,12256,81457,9484,High
X6,2011,Europe,Grey,Petrol,Manual,1.9,152787,98153,2320,Low
i3,2017,Europe,Blue,Electric,Manual,1.9,14579,115102,1479,Low
X5,2013,North America,Grey,Electric,Manual,5.0,155899,83826,9559,High
3 Series,2013,South America,Black,Petrol,Automatic,2.5,1255,118285,8586,High
5 Series,2011,North America,White,Electric,Automatic,3.2,39557,97066,8098,High
M3,2010,Asia,Grey,Hybrid,Automatic,2.6,95466,100352,1349,Low
M3,2018,North America,Red,Electric,Manual,4.6,169101,100186,264,Low
X5,2014,Europe,Red,Hybrid,Manual,4.5,169037,74738,5979,Low
X6,2018,Europe,White,Hybrid,Automatic,2.0,50525,105129,1628,Low
5 Series,2010,Middle East,Blue,Electric,Manual,4.0,1191,86578,1266,Low
5 Series,2020,South America,Blue,Hybrid,Manual,4.7,19530,74535,3083,Low
X3,2021,Europe,Grey,Diesel,Manual,2.3,154189,77757,4281,Low
5 Series,2012,North America,White,Hybrid,Manual,2.9,79253,110763,1232,Low
X1,2018,Africa,White,Electric,Manual,2.4,133532,110544,537,Low
X3,2013,Middle East,Red,Petrol,Manual,2.1,40173,78211,2196,Low
X1,2023,Asia,Blue,Petrol,Automatic,3.1,143879,71821,7097,High
i8,2023,South America,Grey,Electric,Manual,3.8,17072,112841,7849,High
i3,2023,Europe,White,Electric,Manual,2.0,97414,104479,321,Low
5 Series,2015,Africa,Red,Diesel,Manual,4.9,151428,79574,7150,High
X3,2013,Asia,Black,Diesel,Manual,4.3,90878,82937,8592,High
5 Series,2015,Asia,White,Diesel,Manual,2.0,169486,119603,9350,High
M3,2022,Asia,Blue,Petrol,Manual,3.5,131692,72644,1207,Low
5 Series,2013,Africa,Grey,Diesel,Automatic,4.4,172462,111133,1179,Low
X1,2011,Europe,Black,Petrol,Manual,3.1,13675,76155,2317,Low
X1,2020,South America,Blue,Hybrid,Automatic,5.0,91560,89588,5815,Low
5 Series,2017,Africa,Black,Petrol,Automatic,2.3,190007,90870,2705,Low
X3,2017,Africa,Black,Electric,Automatic,4.3,185775,84721,4064,Low
3 Series,2010,North America,Black,Electric,Manual,4.6,164157,84026,3310,Low
i3,2019,Africa,Blue,Petrol,Automatic,2.6,75608,98652,4227,Low
5 Series,2015,South America,Blue,Electric,Automatic,2.2,150612,97253,8143,High
3 Series,2011,Middle East,Red,Diesel,Manual,1.6,25264,102560,5608,Low
i8,2017,Africa,Silver,Petrol,Manual,2.6,70219,99879,9655,High
X5,2018,North America,Black,Petrol,Automatic,4.5,164374,116117,6996,Low
X5,2024,South America,Grey,Electric,Manual,4.2,152809,80602,5782,Low
3 Series,2019,Europe,Blue,Diesel,Automatic,3.0,126955,110099,9465,High
i8,2021,Africa,White,Petrol,Automatic,1.8,83119,87581,6766,Low
M3,2017,South America,Silver,Diesel,Manual,4.0,20271,89283,9897,High
M5,2010,Europe,White,Diesel,Automatic,3.5,79638,98253,1850,Low
i8,2017,Europe,Grey,Petrol,Manual,2.6,16687,88496,1860,Low
M3,2016,Europe,Silver,Diesel,Automatic,2.8,106160,97822,6137,Low
X6,2018,Africa,White,Petrol,Automatic,4.9,192132,76909,5053,Low
X3,2024,Asia,Red,Hybrid,Manual,3.2,85826,84197,1632,Low
X5,2022,Africa,Grey,Hybrid,Automatic,3.2,98981,94049,4562,Low
X6,2016,North America,Grey,Petrol,Automatic,3.2,96155,75633,7703,High
M3,2011,Middle East,Red,Hybrid,Automatic,2.0,117433,94762,6791,Low
i3,2010,Asia,Grey,Electric,Manual,3.7,179989,115927,6404,Low
i8,2010,Asia,Grey,Hybrid,Manual,4.1,124144,118095,807,Low
M5,2014,Europe,Red,Diesel,Automatic,4.6,96724,90027,754,Low
M5,2019,Europe,White,Hybrid,Automatic,3.7,137733,90098,6045,Low
X5,2015,North America,White,Electric,Manual,3.0,133671,117210,5314,Low
5 Series,2021,South America,Black,Petrol,Manual,3.0,127501,82302,3384,Low
i8,2019,Middle East,Silver,Hybrid,Manual,2.0,175831,110839,9559,High
X6,2021,Middle East,Red,Diesel,Automatic,4.9,181624,102188,6510,Low
X5,2018,Europe,White,Electric,Automatic,2.4,141162,90511,4132,Low
X5,2021,Africa,Silver,Petrol,Manual,4.4,176237,108600,946,Low
X3,2018,South America,Grey,Electric,Automatic,3.7,29557,116266,3816,Low
X6,2016,Asia,Grey,Hybrid,Automatic,3.3,12805,102690,7840,High
i8,2018,Europe,Blue,Diesel,Automatic,2.5,98927,118975,3716,Low
X6,2015,Middle East,White,Petrol,Automatic,2.6,133915,82564,9171,High
X5,2024,Asia,Grey,Diesel,Automatic,1.7,56174,95216,5540,Low
5 Series,2018,Middle East,Red,Electric,Automatic,1.9,137694,109699,6349,Low
X3,2021,Asia,Black,Petrol,Automatic,2.4,67593,78453,1683,Low
M3,2017,Asia,Black,Petrol,Automatic,3.9,165798,72600,9746,High
M5,2011,Middle East,Black,Hybrid,Automatic,2.1,173289,86730,2883,Low
X3,2024,Africa,White,Hybrid,Manual,3.3,47237,107648,6081,Low
5 Series,2012,Middle East,Blue,Petrol,Automatic,4.4,98131,105548,8696,High
7 Series,2012,North America,White,Electric,Manual,3.6,116400,74464,3518,Low
X6,2018,South America,Blue,Hybrid,Manual,4.7,74600,79300,2336,Low
X6,2022,Africa,Black,Hybrid,Automatic,3.7,98964,94963,9421,High
i3,2024,Middle East,Grey,Petrol,Automatic,2.8,3224,91284,7196,High
M5,2021,North America,Red,Electric,Automatic,3.0,117063,119452,3146,Low
7 Series,2016,Asia,Silver,Diesel,Manual,2.5,94136,90631,6979,Low
X5,2022,South America,Black,Petrol,Automatic,4.7,27990,87977,5351,Low
5 Series,2024,Asia,Silver,Hybrid,Automatic,3.7,115259,102528,2693,Low
M5,2022,South America,Silver,Diesel,Automatic,4.2,154272,114766,9994,High
X6,2022,Europe,Grey,Petrol,Manual,3.0,50614,87504,9275,High
M3,2024,Asia,Black,Electric,Manual,4.6,50460,115150,5054,Low
7 Series,2024,Asia,Blue,Hybrid,Manual,1.6,135066,105650,3545,Low
i3,2010,Africa,Blue,Hybrid,Manual,2.9,162661,89635,3220,Low
7 Series,2012,Asia,Grey,Hybrid,Automatic,3.8,118613,106806,6231,Low
M3,2023,South America,Blue,Electric,Manual,1.8,93510,79710,4415,Low
M3,2023,Middle East,Blue,Electric,Manual,4.9,23004,101174,3654,Low
X6,2022,North America,Red,Petrol,Automatic,2.2,40833,98352,7185,High
3 Series,2017,Africa,Grey,Hybrid,Automatic,3.8,174928,113777,7141,High
M3,2016,Asia,Grey,Diesel,Automatic,3.3,93312,114120,1153,Low
7 Series,2023,South America,Red,Petrol,Automatic,3.8,154567,83668,8436,High
M3,2020,Asia,Red,Hybrid,Automatic,3.7,149544,105140,4669,Low
M5,2017,Asia,Blue,Hybrid,Manual,1.8,62288,87430,7715,High
3 Series,2017,Africa,White,Petrol,Automatic,2.1,126810,112576,4090,Low
X3,2016,Europe,Grey,Petrol,Manual,3.2,146567,101549,299,Low
M3,2021,Europe,White,Hybrid,Manual,3.6,175069,82420,5683,Low
i8,2020,Asia,White,Electric,Manual,2.6,191254,99615,7886,High
7 Series,2010,Europe,Blue,Hybrid,Automatic,3.7,167374,84134,860,Low
7 Series,2017,Asia,Grey,Hybrid,Manual,4.2,101146,91229,5961,Low
X3,2018,Asia,White,Hybrid,Manual,2.8,169066,110060,3702,Low
5 Series,2022,Middle East,Blue,Petrol,Manual,1.8,138768,83628,3877,Low
X3,2011,Africa,Silver,Electric,Automatic,1.5,49786,95985,9159,High
i3,2020,Asia,Blue,Electric,Automatic,4.0,57726,79374,8461,High
7 Series,2018,Europe,Red,Electric,Manual,4.8,83386,74288,6219,Low
X5,2018,Europe,Silver,Petrol,Automatic,1.5,92043,78591,4115,Low
X3,2021,Middle East,Silver,Hybrid,Automatic,1.9,173840,74320,3024,Low
5 Series,2012,Europe,Blue,Diesel,Manual,3.9,154381,98727,9047,High
i8,2014,Middle East,White,Diesel,Automatic,2.9,163880,103273,5701,Low
i8,2023,Asia,Red,Hybrid,Manual,3.5,35186,100282,264,Low
i3,2010,Middle East,Blue,Electric,Manual,3.8,131534,70689,3941,Low
